[LOG] System::create                           : Header version = 2.01.05. Current version = 2.01.05.
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {5d059dd2-104f-4bb6-9c83-fe6a32095b7c}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {d0558d83-2c98-447c-868c-126f9ffbbeb8}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {29a6a1ac-6873-4191-8cd7-843c98219289}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {474093a9-b2b9-417f-a3a1-c1ecf5272cc4}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {b566174e-c247-47ee-bd5b-87849e5e7b68}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {966e487d-35a1-4d65-bfe7-974bbda1183d}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {5f494768-dd7a-4eca-ad3c-1349e06994f5}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {4a29ce17-4698-4163-a9aa-a2765dd978b2}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {0fce289e-9f9e-4a9d-8938-e98a4a3fb57c}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {a6dbdcd5-518e-4b25-a0c3-753b5ffa92c4}
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] PlaybackSystem::acquireMasterBus         : Setting master channel group format to 6
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {c1d9af0b-aac4-47f9-b01c-df4075013ee2}
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {456fbad3-f807-4276-a250-a853c72d28e1}
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[WRN] ObjectLookup::get                        : Lookup failed for WaveformResourceModel: {d9df4971-b7f2-4fc3-814f-f627ec764610}
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
[LOG] Manager::readBank                        : fileversion = 135, compatVersion = 132 (oldest = 44, newest = 135)
